timestamp,open,high,low,close,volume,vpin,vpin_regime,garch_mu,garch_vol,garch_signal,svm_pred,svm_decision
2026-09-02 10:51:21.983063+05:30,23800.0,25190.87,23800.0,23800.0,29751.0,0.1779,LOW_TOXICITY,-0.003714,1.5371,SELL,1,VETO
2026-09-02 10:52:02.505322+05:30,23800.0,25190.87,23800.0,23800.0,29751.0,0.1779,LOW_TOXICITY,4.4e-05,1.5476,HOLD,0,APPROVED
2026-09-02 10:53:03.038827+05:30,23849.25,25190.87,23849.25,23849.25,29751.0,0.1779,LOW_TOXICITY,7.7e-05,1.5506,HOLD,0,APPROVED
2026-09-02 10:54:03.626454+05:30,23849.25,25190.87,23849.25,23849.25,29751.0,0.1779,LOW_TOXICITY,4e-05,1.5531,HOLD,0,APPROVED
2026-09-02 10:55:04.237015+05:30,23855.85,25190.87,23855.85,23855.85,29751.0,0.1779,LOW_TOXICITY,4.7e-05,1.5558,HOLD,0,APPROVED
2026-09-02 10:56:04.747552+05:30,23855.85,25190.87,23855.85,23855.85,29751.0,0.1779,LOW_TOXICITY,8.6e-05,1.8981,HOLD,0,APPROVED
2026-09-02 10:57:00.285225+05:30,23862.95,25190.87,23862.95,23862.95,29751.0,0.1779,LOW_TOXICITY,-0.008154,1.3833,SELL,1,VETO
2026-09-02 10:58:00.805084+05:30,23862.95,25190.87,23862.95,23862.95,29751.0,0.1757,LOW_TOXICITY,3e-06,1.5488,HOLD,0,APPROVED
2026-09-02 10:59:01.254640+05:30,23859.6,25190.87,23859.6,23859.6,29751.0,0.1757,LOW_TOXICITY,7e-06,1.5638,HOLD,0,APPROVED
2026-09-02 11:00:01.770610+05:30,23859.6,25190.87,23859.6,23859.6,29751.0,0.1757,LOW_TOXICITY,2.8e-05,1.5619,HOLD,0,APPROVED
2026-09-02 11:01:02.345681+05:30,23859.6,25190.87,23859.6,23859.6,29751.0,0.1757,LOW_TOXICITY,4.4e-05,1.5628,HOLD,0,APPROVED
2026-09-02 11:02:02.876784+05:30,23859.6,25190.87,23859.6,23859.6,29751.0,0.1757,LOW_TOXICITY,-5.3e-05,1.4845,HOLD,0,APPROVED
2026-09-02 11:03:03.436608+05:30,23859.6,25190.87,23859.6,23859.6,29751.0,0.1757,LOW_TOXICITY,6.2e-05,1.5641,HOLD,0,APPROVED
2026-09-02 11:04:03.963722+05:30,23859.6,25190.87,23859.6,23859.6,29751.0,0.1755,LOW_TOXICITY,-3.5e-05,1.68,HOLD,0,APPROVED
2026-09-02 11:05:04.440463+05:30,23859.6,25190.87,23859.6,23859.6,29751.0,0.1755,LOW_TOXICITY,3.1e-05,1.7254,HOLD,0,APPROVED
2026-09-02 11:06:00.027927+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1755,LOW_TOXICITY,1.9e-05,1.5696,HOLD,0,APPROVED
2026-09-02 11:07:00.564460+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1755,LOW_TOXICITY,2.5e-05,1.5722,HOLD,0,APPROVED
2026-09-02 11:08:01.082224+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1755,LOW_TOXICITY,-5.3e-05,1.409,HOLD,0,APPROVED
2026-09-02 11:09:01.628024+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1755,LOW_TOXICITY,-0.000115,1.4052,HOLD,0,APPROVED
2026-09-02 11:10:02.206058+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1755,LOW_TOXICITY,-1.5e-05,1.5785,HOLD,0,APPROVED
2026-09-02 11:11:02.745971+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1676,LOW_TOXICITY,-0.000174,1.4011,SELL,1,VETO
2026-09-02 11:12:03.277954+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1676,LOW_TOXICITY,-6.5e-05,1.7596,HOLD,0,APPROVED
2026-09-02 11:13:03.798556+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1676,LOW_TOXICITY,-0.00021,1.3993,SELL,1,VETO
2026-09-02 11:14:04.348693+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1676,LOW_TOXICITY,-4.5e-05,1.8309,HOLD,0,APPROVED
2026-09-02 11:15:04.896545+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1676,LOW_TOXICITY,-4.3e-05,1.5872,HOLD,0,APPROVED
2026-09-02 11:16:00.366451+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1676,LOW_TOXICITY,-9.8e-05,1.3955,HOLD,0,APPROVED
2026-09-02 11:17:00.921306+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.1676,LOW_TOXICITY,-1.5e-05,1.5875,HOLD,0,APPROVED
2026-09-02 11:18:01.408508+05:30,23835.35,25190.87,23835.35,23835.35,29751.0,0.164,LOW_TOXICITY,-0.000205,1.3936,SELL,1,VETO
2026-09-02 11:19:02.002312+05:30,23838.95,25190.87,23838.95,23838.95,29751.0,0.164,LOW_TOXICITY,-0.000219,1.3995,SELL,1,VETO
2026-09-02 11:20:02.572879+05:30,23838.95,25190.87,23838.95,23838.95,29751.0,0.164,LOW_TOXICITY,-5.1e-05,1.5946,HOLD,0,APPROVED
2026-09-02 11:21:03.201159+05:30,23838.95,25190.87,23838.95,23838.95,29751.0,0.164,LOW_TOXICITY,-7.2e-05,1.5934,HOLD,0,APPROVED
2026-09-02 11:22:03.760154+05:30,23838.95,25190.87,23838.95,23838.95,29751.0,0.164,LOW_TOXICITY,-1.1e-05,1.7464,HOLD,0,APPROVED
2026-09-02 11:23:04.301176+05:30,23838.95,25190.87,23838.95,23838.95,29751.0,0.164,LOW_TOXICITY,-9.6e-05,1.5966,HOLD,0,APPROVED
