exit_timestamp,entry_time,track,symbol,side,quantity,entry_price,exit_price,pnl_inr,pnl_pct,exit_reason,cumulative_daily_pnl
2026-09-21 09:34:14.881000+05:30,2026-09-21 09:26:04.181944+05:30,Track 1: Dual-Brain,NIFTY 22 SEP 23350 CALL,LONG,65,89.94,97.9,517.4,8.85,STOP_LOSS_TRIGGERED (Price INR 98.00 <= SL INR 129.94 | Scalper Tier 5.0R),517.4
2026-09-21 15:13:04.304946+05:30,2026-09-21 15:12:05.783767+05:30,Track 1: Dual-Brain,NIFTY 22 SEP 23500 PUT,SHORT,65,96.9,84.47,-807.95,-12.83,STOP_LOSS_TRIGGERED (Price INR 84.55 <= SL INR 86.80 | Scalper Tier 0.0R),-290.55
2026-09-21 15:13:04.609990+05:30,2026-09-21 15:12:05.784084+05:30,Track 2: Tri-Brain ANN,NIFTY 22 SEP 23500 PUT,SHORT,65,96.9,84.47,-807.95,-12.83,STOP_LOSS_TRIGGERED (Price INR 84.55 <= SL INR 86.80 | Scalper Tier 0.0R),-290.55
2026-09-22 09:32:03.862888+05:30,2026-09-22 09:27:07.077371+05:30,Track 1: Dual-Brain,NIFTY 22 SEP 23500 PUT,SHORT,65,86.24,78.37,-511.55,-9.13,MULTI_BAR_REVERSAL_EXIT: CUMULATIVE_COUNTER_TREND: Spot surged +20.0 pts in 5 mins against PUT,-511.55
2026-09-22 09:32:04.215210+05:30,2026-09-22 09:27:07.077668+05:30,Track 2: Tri-Brain ANN,NIFTY 22 SEP 23500 PUT,SHORT,65,86.24,78.37,-511.55,-9.13,[TRACK 2] MULTI_BAR_REVERSAL_EXIT: CUMULATIVE_COUNTER_TREND: Spot surged +20.0 pts in 5 mins against PUT,-511.55
2026-09-22 09:41:25.375644+05:30,2026-09-22 09:34:06.755578+05:30,Track 1: Dual-Brain,NIFTY 22 SEP 23500 PUT,SHORT,65,86.59,72.38,-923.65,-16.41,DUAL_STOP_LOSS_CONFIRMED (Option INR 72.45 <= SL 76.50 & Spot 23453.40 crossed Spot SL 23453.30 | Scalper Tier 0.0R),-1435.2
2026-09-22 09:41:25.699485+05:30,2026-09-22 09:34:07.566718+05:30,Track 2: Tri-Brain ANN,NIFTY 22 SEP 23500 PUT,SHORT,65,86.59,72.38,-923.65,-16.41,DUAL_STOP_LOSS_CONFIRMED (Option INR 72.45 <= SL 76.50 & Spot 23453.40 crossed Spot SL 23453.30 | Scalper Tier 0.0R),-1435.2
2026-09-22 11:58:54.594690+05:30,2026-09-22 11:58:04.887898+05:30,Track 1: Dual-Brain,NIFTY 22 SEP 23400 PUT,SHORT,65,70.77,71.23,29.90000000000052,0.65,TRAILING_STOP_HIT (Protected Profit Lock: Premium INR 71.30 <= Trail SL INR 72.27 | Tier 1.0R),-1405.2999999999995
2026-09-22 12:55:33.820729+05:30,2026-09-22 12:55:09.080626+05:30,Track 2: Tri-Brain ANN,NIFTY 22 SEP 23400 PUT,SHORT,65,69.57,84.92,997.7500000000006,22.06,TAKE_PROFIT_TRIGGERED (Price INR 85.00 >= Target INR 84.50),-437.4499999999995
2026-09-22 13:10:15.392416+05:30,2026-09-22 13:03:03.921784+05:30,Track 1: Dual-Brain,NIFTY 22 SEP 23400 PUT,SHORT,65,88.89,76.72,-791.0500000000001,-13.69,DUAL_STOP_LOSS_CONFIRMED (Option INR 76.80 <= SL 78.80 & Spot 23341.45 crossed Spot SL 23341.05 | Scalper Tier 0.0R),-2196.35
2026-09-22 13:10:15.707169+05:30,2026-09-22 13:03:04.740510+05:30,Track 2: Tri-Brain ANN,NIFTY 22 SEP 23400 PUT,SHORT,65,88.89,76.72,-791.0500000000001,-13.69,DUAL_STOP_LOSS_CONFIRMED (Option INR 76.80 <= SL 78.80 & Spot 23341.45 crossed Spot SL 23341.05 | Scalper Tier 0.0R),-1228.5
2026-09-22 13:34:04.504276+05:30,2026-09-22 13:24:05.481343+05:30,Track 1: Dual-Brain,NIFTY 22 SEP 23400 PUT,SHORT,65,87.04,77.42,-625.3000000000003,-11.05,EMERGENCY_REVERSAL_EXIT: Model confirmed Bullish BUY signal,-2821.65
2026-09-22 13:34:15.010278+05:30,2026-09-22 13:34:06.513864+05:30,Track 2: Tri-Brain ANN,NIFTY 22 SEP 23400 PUT,SHORT,65,87.04,76.37,-693.5500000000001,-12.26,DUAL_STOP_LOSS_CONFIRMED (Option INR 76.45 <= SL 76.95 & Spot 23344.35 crossed Spot SL 23343.80 | Scalper Tier 0.0R),-1922.05
